,Company Name,Company ID,Rating,Offer,Details,Original Price,Sale Price,percent_savings,Num_bought,Num_outlets,Outlet Names,Offer start date,Date retrieved
898,Vimage Design,3062,4.30,Gel Mani with Return Soak Off and Classic Pedi for 1 Person (1 Session),Treat yourself with a pampering gel manicure session complete with a return soak off. Gel colours last a longer time compared to the usual nail polish so you will have beautifully coloured nails for at least a week without having to touch up. Top it off with a classic pedi that will leave you with pretty toe nails that will go great with open-toed shoes.,S$80,S$28,65,24,1,['Bugis Cube'],2017-05-22T00:00:00.000+08:00,2018-03-02
899,"Celmonze The Signature, Singapore",5104,4.40,80-Minute Customised Facial + Eye Radiance Treatment for 1 Person (2 Sessions),"Refresh and revitalise with the help of a customised facial from Celmonze the Signature! Pick out a facial that caters to your skin's needs, such as the Aqua Booster, Ultimate Anti-Ageing, and Soothing Defence facials. Pair this with an Eye Radiance treatment that gets rid of fine lines, wrinkles, and dark circles around your eyes.",S$316,S$68,78,24,3,"['#03-10, Heartland Mall', '#02-01, Rivervale Mall', 'Tampines Street']",2017-12-16T00:00:00.000+08:00,2018-03-02
900,Skin Repair,3115,3.50,90-Minute Men's IPL Facial (3 Sessions),"Make full use of Skin Repair's advanced aesthetic grade materials and equipment with their 90-minute men's IPL facial. The complimentary eye mask detoxifies area around the eyes and reduces the appearance of dark eye circles, while the neck mask helps firm and tighten skin.",S$864,S$68,92,24,2,"['#11-03, Forum', 'Bugis']",2017-04-10T00:00:00.000+08:00,2018-03-02
901,Norix International (Kira),2611,3.20,Japanese Gua Sha Facial for 1 Person (1 Session),"Going the ancient path might just work out as well as modern methods. Gua sha facial increases blood circulation, improves overall complexion, and detoxifies for better looking skin and a healthier you.",S$288,S$18,94,24,3,"['Thomson Plaza', '#03-12, Orchard Central', '#04R-76, NEX']",2016-10-26T00:00:00.000+08:00,2018-03-02
902,Cheryl W Wellness & Weight Management,4484,4.20,60-Minute Gua Sha Facial for 1 Person (2 Sessions),"Guasha Facial is a fusion of eastern traditional practice and western lymphatic detoxification. 

It is a technique that uses special instruments (such as Jade horn) to stroke a lubricated area of the face. It helps in improving skin texture & blood circulation, reducing water retention wrinkles & eye-bags,ironing out fine lines and lifting sagging skin for a toned V shaped face.

Benefits 
Detoxifies skin, controls acne and pimples leaving your skin cleared from clogged pores.
Cells are activated and face regains elasticity, achieving radiant and tone skin.
Reducing double chin and enhances absorption ability for skin care products.
Promote lymphatic drainage and release toxins from the body.",S$456,S$48,89,24,2,"['Tiong Bahru Plaza', 'Jurong Point Shopping Mall']",2017-11-16T00:00:00.000+08:00,2018-03-02
903,Heritage TCM Clinic,3978,4.30,60-Minute Acupuncture + Cupping Therapy for 1 Person (1 Session),"Combat fatigue and muscle aches and pains with an acupuncture treatment couples with a back massage and cupping therapy. Acupuncture and cupping therapy are both known to target pressure points in the body to alleviate pain, boost blood circulation, and balance the state of mind.",S$105,S$32,70,24,1,"['#05-43, Lucky Plaza']",2017-07-14T00:00:00.000+08:00,2018-03-02
904,Aesthetic Wellness,680,3.00,InnoWhite Teeth Whitening Treatment for 1 Person (2 Sessions),"Worry no more about your teeth and show off your brightest smile with Aesthetic Wellness's InnoWhite teeth whitening treatment. The treatment utilises OSRAM blue LED light to remove both intrinsic and extrinsic stains, yellowing and discolouration. The heat free procedures eliminates the need of using traditional bleaching hydrogen peroxide products.","S$1,998",S$120,94,24,2,"['Claymore Connect', 'Malacca Centre (Raffles Place)']",2016-01-29T00:00:00.000+08:00,2018-03-02
905,The Skin Clinique,4415,4.40,Eyebrow Threading for 1 Person (3 Sessions),Combat errant facial hair and keep things neat and trim with an eyebrow threading. Grab three (3) sessions of this beauty treatment that'll leave you with eyebrows on fleek.,S$30,S$12,60,24,1,['Bedok'],2017-10-03T00:00:00.000+08:00,2018-03-02
906,XIU House,2468,4.10,Gel Manicure with Return Soak-Off for 1 Person,Spiff up your nails by pampering them with a mani-pedi. Choose from a variety of colours to your fancy! Leave with bright and shiny nails that add an elegant touch to your look.,S$48,S$18,63,23,1,['Hougang'],2016-11-25T00:00:00.000+08:00,2018-03-02
907,Bio Aesthetic Medispa Singapore,2205,3.80,Fractional Acne Scar Treatment + Cryo Hydro Freeze Facial + Premium Ampoule Treatment for 1 Person (3 Sessions),"Smooth out wrinkled features and brighten complexions with a facial that uses fractional laser treatment that promotes faster and more effective healing of damaged skin cells. The facial also includes Cryo Hydro Freeze therapy that reduces the appearance of fine lines, wrinkles, pigmentation, enlarges pores, and acne.  The centre is located in Plaza Singapura, a 5-minute walk from Dhoby Ghaut MRT.",S$480,S$180,63,23,1,"['#04-56, Plaza Singapura']",2015-06-29T00:00:00.000+08:00,2018-03-02
908,Supreme Q.X. Beauty Spa,2779,3.90,75-Minute Customised Facial + Shoulder Massage (1 Session),"Step into the multi-award-winning Supreme Q.X. Beauty Spa for their customised facial with shoulder massage. Facial cleanses, hydrates and rejuvenates skin while removing dead skin cells, using the highly-coveted Payot Paris skincare products.",S$198,S$22,89,23,3,"['Robinson', 'Bishan Central', '#03-09, Pacific Plaza']",2016-05-30T00:00:00.000+08:00,2018-03-02
909,Atlas Medispa,2637,4.20,20-Minute Arm Slimming Treatment at Atlas Medispa for 1 Person (2 Sessions),"Exercising is great for burning fat, but sometimes a little help is great too. Atlas Medispa uses intradermal radiofrequency technology to help reduce fat and cellulite deposits while contouring the arms for firmer-looking skin. Package also includes Atlas’ signature Korean Lymphatic Drainage Massage that helps detoxify and improve overall blood circulation.",S$500,S$68,86,23,1,"['#24-10, Ngee Ann City']",2017-03-16T00:00:00.000+08:00,2018-03-02
910,Nest Beauty Solutions,3012,4.20,90-Minute Green Tea Facial for 1 Person (1 Session),"Green tea possess anti-oxidants and soothing effects to refresh your skin. Experience a session of green tea facial at Nest Beauty Solutions for clean, healthy and beautiful skin.",S$168,S$18,89,23,1,['Bugis cube'],2016-12-11T00:00:00.000+08:00,2018-03-02
911,Amber Beila @ Raffles,2287,4.20,3-Hour Signature Spa Indulgence for 1 Person,"Escape the worries of everyday life and decompress with the help of a 3-hour signature spa indulgence at Amber Beila. Feel the tension melt away with a full body massage, rid your skin of blemishes and toxins with a signature facial, and more.",S$344,S$48,86,23,1,"['#05-19A,One Raffles Place']",2017-07-10T00:00:00.000+08:00,2018-03-02
912,Adesa Professionals,2555,3.80,Gel Manicure with Return Soak-Off + Classic Pedicure for 1 Person (3 Sessions),"Dressing to impress applies not only to the clothes you wear, but also the fanciness you wear on your nails. Let the professionals at ADESA Professionals bring you through a luxurious gel manicure with return soak-off and classic pedicure experience, where the gel polish is longer lasting, resists chipping and cracks.",S$309,S$84,73,23,1,['Clementi Mall'],2016-06-06T00:00:00.000+08:00,2018-03-02
913,Kelyn Esther,2898,3.80,Gel Manicure + Classic Pedicure with Return Soak-Off for 1 Person (3 Sessions),"Be spoilt for choice with over 500 unique nail colours at Kelyn Esther with their gel manicure and classic pedicure with return soak-off and Dead Sea and Organic foot spray, soak and scrub. Gel polish withstands chips and cracks for up to two weeks, with proper care and maintenance. Conveniently located near the Bugis MRT station, allow their nail artists to apply vibrant shades of polish on your nails for an upgraded look.",S$270,S$80,70,23,1,['Bugis'],2016-12-13T00:00:00.000+08:00,2018-03-02
914,BelleCare,2523,4.20,75-Min Signature Facial for 1 Person,"Treat your skin with the right healthcare for your skin type with a signature facial of your choice. Choose between CPL, diamond peel, oxy H2O infusion, aqua hydro peel, RF, or collagen whitening. ",S$268,S$24,91,23,1,['Dhoby Ghaut'],2017-04-27T00:00:00.000+08:00,2018-03-02
915,The Infinity Hair Art,2227,3.90,Senior Stylist Cut with Hair Remodeling Consultation for 1 Person (3 Sessions),"Change up your hairstyle with The Infinity Hair Art! Trust the hands and skills of senior hairstylists as they cut tresses to desired length and style, as well as provide consultation on the best way to style your hair according to shape and texture.",S$414,S$45,89,23,2,"['Orchard Road', 'Marine Parade']",2017-02-20T00:00:00.000+08:00,2018-03-02
916,Skinmedics,2941,4.20,Classic Mani-Pedi for 1 Person(1 Session),"Take yourself out for a treat and a classic manicure and pedicure! Choose from a variety of nail colours, and let skilled manicurists pamper your skin with hydrating products.",S$55,S$18,67,23,1,['Upper Thomson Road (Springleaf)'],2016-12-13T00:00:00.000+08:00,2018-03-02
917,SkinPerfect Aesthetics,2311,3.80,75-Minute Double Lift Chin and Jawline Shaping Facial for 1 Person (1 Session),"Define the contours of your face and jaw with a shaping facial. Facial lifts and tightens skin, boost collagen production, and protects skin from free radicals and premature aging. Conveniently located at seven outlets nearby MRT stations, this multiple award-winning centre uses SkinScience products.",S$388,S$28,93,23,6,"['#03-02 ,Compass One', '#03-26, Westgate', 'Tampines Central', '#04-39, Plaza Singapura', 'Toa Payoh Central', '#04-07,Parkway Parade']",2016-12-13T00:00:00.000+08:00,2018-03-02
918,Liveskin,3001,4.10,RF and LED Cavitation Slimming Treatment for 1 Person (3 Sessions),Achieve your ideal shape and weight with three (3) sessions of radio frequency (RF) and LED cavitation slimming treatment for one (1) person at Liveskin. Flaunt your new shape today!,S$750,S$60,92,23,1,['Marine Parade'],2015-09-20T00:00:00.000+08:00,2018-03-02
919,Senses Spa,3140,4.40,1-Hour Cavitation with Aroma Steam Bath for 1 Person,"Cavitation typically involves reaction of fat cells with the ultrasound cavitation. After reacting, the fat cells will liquify and the cavitation makes mechanical disruption of fat cell membrane.",S$300,S$38,87,23,1,['Dhoby Ghaut'],2017-04-25T00:00:00.000+08:00,2018-03-02
920,Beauty Qlinic,947,3.80,Gel Pedicure + Return Soak Off for 1 Person (1 Session),"Glam up with a classic gel pedicure session complete with a return soak off. Whether you are preparing for a big event, important occasion or simply wanting to get pampered, this gel pedicure can help you achieve the look you want and it also lasts longer than normal nail varnish so you can stand out at multiple events. Brands used include OPI, Tiffany, Memory, and Gelish. ",S$89,S$21,76,23,1,['Jurong East'],2017-05-18T00:00:00.000+08:00,2018-03-02
921,BelleCare,2523,4.20,75-Min Signature Facial for 1 Person,"Treat your skin with the right healthcare for your skin type with a signature facial of your choice. Choose between CPL, diamond peel, oxy H2O infusion, aqua hydro peel, RF, or collagen whitening. ",S$268,S$24,91,23,1,['Dhoby Ghaut'],2017-04-27T00:00:00.000+08:00,2018-03-02
922,SkinPerfect Aesthetics,2311,3.80,75-Minute Double Lift Chin and Jawline Shaping Facial for 1 Person (1 Session),"Define the contours of your face and jaw with a shaping facial. Facial lifts and tightens skin, boost collagen production, and protects skin from free radicals and premature aging. Conveniently located at seven outlets nearby MRT stations, this multiple award-winning centre uses SkinScience products.",S$388,S$28,93,23,6,"['#03-02 ,Compass One', '#03-26, Westgate', 'Tampines Central', '#04-39, Plaza Singapura', 'Toa Payoh Central', '#04-07,Parkway Parade']",2016-12-13T00:00:00.000+08:00,2018-03-02
923,Nest Beauty Solutions,3012,4.20,90-Minute Green Tea Facial for 1 Person (1 Session),"Green tea possess anti-oxidants and soothing effects to refresh your skin. Experience a session of green tea facial at Nest Beauty Solutions for clean, healthy and beautiful skin.",S$168,S$18,89,23,1,['Bugis cube'],2016-12-11T00:00:00.000+08:00,2018-03-02
924,Kelyn Esther,2898,3.80,Gel Manicure + Classic Pedicure with Return Soak-Off for 1 Person (3 Sessions),"Be spoilt for choice with over 500 unique nail colours at Kelyn Esther with their gel manicure and classic pedicure with return soak-off and Dead Sea and Organic foot spray, soak and scrub. Gel polish withstands chips and cracks for up to two weeks, with proper care and maintenance. Conveniently located near the Bugis MRT station, allow their nail artists to apply vibrant shades of polish on your nails for an upgraded look.",S$270,S$80,70,23,1,['Bugis'],2016-12-13T00:00:00.000+08:00,2018-03-02
925,Ginza Calla,3796,4.00,1 Session of Brazilian IPL + Lifetime Underarm IPL Hair Removal for 2 People,"Body hair removal doesn’t have to a distressing affair – IPL ensures a quick, non-invasive, and mostly pain-free hair removal treatment for underarms and Brazilian area. Boasting a line of therapists trained under a Japanese management, this beauty centre is located in Plaza Singapura, a 5-minute walk from Dhoby Ghaut MRT.","S$2,496",S$50,98,23,2,"['#04-55, Plaza Singapura', 'International Building']",2017-05-29T00:00:00.000+08:00,2018-03-02
926,M Botanic,3581,4.40,Keratase and Hatsuga Hair Loss Treatment for 1 Person,Wear your crowning glory with confidence with this hair loss treatment that helps to give you a fuller head of beautiful locks. No more hiding bald spots with cleverly parted hair or under caps and hats.,S$189,S$18,90,23,1,['Velocity Novena Square'],2017-05-09T00:00:00.000+08:00,2018-03-02
927,Beauteous,2385,4.10,1.5-Hour Customised Facial with Machine Treatment for 1 Person (3 Sessions),"Allow your stressful mind some time for relaxation and your face some serious care with a 1.5-hour customised facial with machine treatment at Beauteous. Facial deep cleanses by removing dirt, impurities, and product residue while rejuvenating and lifting skin.",S$900,S$50,94,22,1,['Somerset'],2016-05-31T00:00:00.000+08:00,2018-03-02
928,Ancient Oriental Beauty,2297,0.00,Teeth Whitening for 1 Person (1 Session),Flash your pearly whites with confidence! Rid your treasured chompers with a teeth whitening treatment that removes stains and buildup for a perkier smile.,S$488,S$58,88,22,1,['Holiday Inn Singapore Orchard City Centre'],2017-01-15T00:00:00.000+08:00,2018-03-02
929,Sky Nails Spa,2824,4.20,Gel Manicure with Return Soak-Off + Classic Pedicure (3 Sessions),"Gloss up nails with a gel manicure and classic pedicure! Gel polish withstands chips and cracks for up to three weeks with proper care and maintenance, while additional return soak-off helps remove the polish safely once you’re ready for a new colour. Classic pedicure helps moisturise skin and keep toenails trimmed.",S$225,S$70,69,22,1,['Clementi Ave 2'],2016-09-02T00:00:00.000+08:00,2018-03-02
930,Anew Me Beauty Aesthetic,2876,4.40,1.5-Hour Aesthetic Pure Oxygen Facial with Mani-Pedi / Gel Manicure for 1 Person (2 Sessions),"Bring yourself to absolute pampering for your face and nails with a 90-minute aesthetic pure oxygen facial with a mani-pedi or gel manicure at Anew Me Beauty Aesthetic. The facial promotes collagen, improves growth of new cells, rejuvenates skin, and deep-cleanses pore, while the classic mani-pedi uses the highly-coveted O.P.I. products.",S$696,S$68,90,22,1,"['#03-27, The Centrepoint']",2016-07-23T00:00:00.000+08:00,2018-03-02
931,Nail's Eden,800,3.80,Classic Mani-Pedi with Half Arm / Half Leg Waxing for 1 Person,Take some time off and schedule pampering into your calendar with one (1) session of a classic mani-pedi with half arm / half leg waxing for one (1) person at Nail's Eden.,S$104,S$30,71,22,1,"['#03-04, Midpoint Orchard']",2017-04-24T00:00:00.000+08:00,2018-03-02
932,Le Petit Spa,663,4.10,Indoor Bronze Tanning for 1 Person (3 Sessions),Want to achieve a bronzed and even tanned look? Skip the hassle of having to sit for hours under the sun and look baked with an indoor bronze tanning session. Fool your friends into thinking you went off for a sunny holiday with your nicely tanned skin.,S$210,S$25,88,22,1,"['#02-01/04, Tudor Court Shopping Gallery']",2017-09-14T00:00:00.000+08:00,2018-03-02
933,Radiance Swiss,1193,3.80,Men's Anti-Ageing Qi Booster Facial + RF Eye Treatment for 1 Person (1 Session),"Take some time out of your busy schedule and pamper your skin with this Qi Booster Facial. The facial specifically targets skin concerns like oily, dehydrated, and dull skin, while imbuing features with youthful appearances with a Qi Booster treatment that boosts blood circulation and clears meridian pathways by activating facial acupuncture pressure points, and an RF eye treatment that minimises the appearance of fine lines and wrinkles.",S$198,S$18,91,22,1,['Orchard Road'],2017-05-05T00:00:00.000+08:00,2018-03-02
934,The Skin Clinique,4415,4.40,Natural Japanese Cluster Eyelash Extensions for 1 Person,Elongate your lashes with a natural-looking Japanese eyelash extension. People are sure to notice your spider-like lashes when you bat your eyes after getting one!,S$88,S$22,75,22,1,['Bedok'],2017-09-27T00:00:00.000+08:00,2018-03-02
935,Trendy Palace,4214,3.80,Classic Mani-Pedi for 1 Person,Give your nails a makeover with this classic mani-pedi that shapes your nails and adds a pop of colour to your daily outfit.,S$55,S$22,60,22,1,['Chinatown'],2017-07-27T00:00:00.000+08:00,2018-03-02
936,Atlas Medispa,2637,4.20,30-Min Korean Cellular Milk Enzyme Medi-Back Treatment for 1 Person (2 Sessions),"Bacnes are the worst because you can’t even reach around to pop them. This medi-back treatment helps ease your trouble by using cellular milk enzyme – a Korean lab-researched topical serums and technology – which helps unclog pores, treat acne-prone skin, while calming troubled skin.",S$500,S$48,90,22,1,"['#24-10, Ngee Ann City']",2017-03-16T00:00:00.000+08:00,2018-03-02
937,Ceramique Aesthetics,4623,4.20,1.5-Hour Korean Aesthetics Vitalising Facial for 1 Person (2 Sessions),"Liven up and rejuvenate dull complexions with this 1.5-hour treatment at Ceramique Aesthetic. The session begins with a double cleansing to rid your face of superficial impurities, followed by a microdermabrasion, that clears the deeper layers of your skin. Included in this package is an option between three medical grade treatment: hydrating cool injection, antioxidant infusion, and PDT light therapy. You will leave Ceramique with radiant, supple, and smooth-looking skin.",S$760,S$50,93,22,1,['New Bridge Road'],2017-10-03T00:00:00.000+08:00,2018-03-02
938,SkinPerfect Aesthetics,2311,3.80,80-Minute Customised Facial for 1 Person (1 Session),"Everyone has their own skin concerns, and they need to be addressed according to their specific skin types. Choose from up to 47 facial procedures for a customised facial to suit your individual needs, to address issues like acne, pigmentation, signs of ageing, dryness, and more. Conveniently located at seven outlets nearby MRT stations, this multiple award-winning centre uses SkinScience products.",S$188,S$48,74,22,6,"['#03-02 ,Compass One', '#03-26, Westgate', 'Tampines Central', '#04-39, Plaza Singapura', 'Toa Payoh Central', '#04-07,Parkway Parade']",2015-12-10T00:00:00.000+08:00,2018-03-02
939,La Bella,3045,4.40,Classic Mani-Pedi for 1 Person (3 Sessions),Sink into comfortable seats and enjoy the professional service at La Bella with their classic mani and classic pedi. The vast selection of vibrant colours assures you of being spoilt for choice!,S$174,S$52,70,22,1,['Hougang'],2017-01-21T00:00:00.000+08:00,2018-03-02
940,Salon One,4218,3.80,DES Oxygen Scalp Treatment for 1 Person,"One of the most important contributors to healthy hair is a sufficient amount of oxygen and nutrients to the scalp and hair. The DES oxygen scalp treatment helps promote hair growth, increases the blood circulation, and provides vital nutrients to the scalp.",S$168,S$18,89,22,2,"['The Clementi Mall', 'Ang Mo Kio Central']",2017-07-20T00:00:00.000+08:00,2018-03-02
941,Finger Spa & Beauty Palace,4622,4.40,Gel Manicure with Return Soak-Off 1 Person (3 Sessions),Flaunt your talons with this gel manicure that adds a pop of colour to your daily outfit. Complement your pampering treatment with return soak-off that allows you to remove your gel polish within a month.,S$201,S$48,76,22,1,"['#03-15, The Centrepoint']",2017-09-27T00:00:00.000+08:00,2018-03-02
942,Amber Beila @ Raffles,2287,4.20,Brazilian IPL for 1 Person (6 Sessions),Get longer lasting hairlessness with finer hair regrowth when you get a Brazilian IPL. You wouldn't have to worry about shaving every time you're thinking of dressing up for that night out.,"S$1,728",S$80,95,22,1,"['#05-19A,One Raffles Place']",2016-07-17T00:00:00.000+08:00,2018-03-02
943,Lynn Aesthetic,2455,4.30,90-Minute Customised Facial for 1 Person (3 Sessions),Tend to troublesome blemishes and uneven skin tones with a customised facial. Experienced beauticians will assess your skin's condition before deciding on treatments that would best suit your skin type.,S$540,S$48,91,21,1,['Hougang'],2017-09-19T00:00:00.000+08:00,2018-03-02
944,Bliss Beauty,2623,4.00,90-Min Hydrating Facial with Hydro Peel + Eye Treatment for 1 Person,"For soft and toned complexion, bring back moisture into your skin. This 90-minute facial incorporates products with hydrating properties, as well as a hydro peel that helps boost skin cell renewal process. Skilled therapist also doles out an eye treatment to help diminish the appearance of fine lines.",S$290,S$22,92,21,1,['GOLDHILL SHOPPING CENTRE'],2017-09-13T00:00:00.000+08:00,2018-03-02
945,Jia Le Beauty Salons (JL Beauty Spa),2274,3.70,"75-Minute Facial with Face, Neck, and Shoulder Massage for 1 Person (2 Sessions)","Having a facial once in a while helps cleanses skin to remove dirt, bacteria, and sebum buildup from within pores without stripping it of moisture. Thus, leaving you feeling fresh and rejuvenated after a session. Bonus is that you get that soft radiant skin right after a session of self-pampering, it’s definitely a win-win for yourself!",S$256,S$30,88,21,6,"['#01-05,Punggol Plaza', '#04-02,Tampines 1', 'Marine Parade', 'Bishan Central', 'Kovan Central', 'Novena Square 2']",2015-10-04T00:00:00.000+08:00,2018-03-02
946,Our Solution,2289,4.20,LED Teeth Whitening Treatment for 1 Person (1 Session),"A great smile makes a brilliant first impression - but only if they're clean and bright white. LED technology actively penetrates enamel for maximum efficacy of up to 5 shades whiter, enhancing appearance of your teeth as well as boosting your confidence.",S$388,S$68,82,21,2,"['Jurong East', 'Clementi']",2016-09-21T00:00:00.000+08:00,2018-03-02
947,Pure Angel Spa,2267,3.70,Lifetime Brazilian IPL Hair Removal with Cooling Gel for 2 People,"Most things perish over time, yet some are destined to last a lifetime. Enjoy a lifetime of Brazilian IPL hair removal with cooling gel at Pure Angel Spa, which results in long-lasting hairlessness with finer regrowth, while whitening treated area.","S$7,776",S$600,92,21,2,"['Ang Mo Kio Ave', 'International Building']",2016-06-07T00:00:00.000+08:00,2018-03-02
948,Pure Angel Spa,2267,3.70,Lifetime Brazilian IPL Hair Removal with Cooling Gel for 1 Person,"Most things perish over time, yet some are destined to last a lifetime. Enjoy a lifetime of Brazilian IPL hair removal with cooling gel at Pure Angel Spa, which results in long-lasting hairlessness with finer regrowth, while whitening treated area.","S$3,888",S$368,91,21,2,"['Ang Mo Kio Ave', 'International Building']",2016-06-07T00:00:00.000+08:00,2018-03-02
949,Beauty 100 (S) International,3080,4.10,1.5-Hour Choice of Healthcare Therapy + Body Treatment for 1 Person (1 Session),"Experience safe and effective solutions to your healthcare needs with Beauty 100 (S) International's state-of-the-art innovations and holistic range of exclusive wellness programmes. Choose from their oriental kidney therapy, oriental ovary therapy or head, back and shoulder therapy based on your individual needs, and complete your session with a body treatment of either moxibustion or cupping.",S$398,S$30,92,21,2,"['#01-53, NEX', 'Bugis']",2017-02-11T00:00:00.000+08:00,2018-03-02
950,Radiance Swiss,1193,3.80,Clinical Oxy Scalp Peel Treatment + Hair Regeneration Treatment for 1 Person (3 Sessions),"Don't let your troubled scalp trouble you - alight at Radiance Swiss for their clinical oxy scalp peel treatment with hair regeneration treatment. The scalp peel improves scalp health and reduces hair loss by hydrating and nourishing scalp, while the regeneration hair treatment encourages hair growth, leaving you with fresh scalp and happy hair!","S$1,464",S$62,96,21,1,['Orchard Road'],2017-04-10T00:00:00.000+08:00,2018-03-02
951,Unique Crystal Beauty House,811,4.10,Boyzilian Waxing for 1 Person (2 Sessions),Embrace smooth and silky skin with this Boyzilian waxing offer. Waxing results in longer lasting hairlessness with finer regrowth.,S$110,S$38,65,21,1,"['#02-05A, Bugis Cube']",2017-12-11T00:00:00.000+08:00,2018-03-02
952,SkinLab The Medical Spa,822,4.20,1-Hour TriPollar V-Shape Mask + Neck and Shoulder Massage for 1 Person (2 Sessions),"Give yourself a session of pampering in a one hour TriPollar V-Shape tightening, firming and lifting mask that helps reduce the appearance of fine lines and wrinkles, firm and rejuvenate the skin, and contour the facial skin. This mask's treatment areas include double chin, jaw, face, and cheeks. Complete the relaxing session with an additional neck and shoulder massage to release the tension from a long day.",S$500,S$70,86,21,6,"['#04-04, Wheelock Place', '#03-33, Plaza Singapura', '#B1-62, Jurong Point', '#04-22, Westgate', '#04-02, Junction 8', '#04-11, Causeway Point']",2017-07-03T00:00:00.000+08:00,2018-03-02
953,Beyond Beauty,672,3.60,Cellulite To-Go Chopstick Treatment for 1 Person,Say bye-bye to thunder thighs! Eliminate cellulite with one (1) session of a Cellulite To-Go Chopstick Treatment for one (1) person at Beyond Beauty.,S$380,S$18,95,21,7,"['#04-14/19, Orchard Central', '#01-109, Roxy Square Shopping Centre II', 'Serangoon Garden', 'Thong Teck Building', 'Malacca Centre', 'Tampines Central', '#03-41, JEM']",2017-04-18T00:00:00.000+08:00,2018-03-02
954,Pure Organic Beauty Spa,2978,3.30,60-Min Facial with Neck and Shoulder Massage for 1 Person,"Choose from whitening, hydrating, or collagen facial to pamper and maintain your skin. Treat yourself to a facial that comes with a neck and shoulder massage to unwind from a hectic schedule. Feel fresh, and rejuvenated after a 60-min pampering session. ",S$128,S$18,86,21,1,['West Coast Plaza'],2017-05-16T00:00:00.000+08:00,2018-03-02
955,Beyond Beauty,672,3.60,"MD Series Dermatologist Pro Peel Facial with Array Mask, Serum, Neck Treatment + Oxy Blast Machine Infusion for 1 Person (1 Session)","Free skin from impurities and improve your complexion with a facial treatment at Beyond Beauty. The pro peel treatment reveals clearer, smoother and more supple skin, while the Oxy Blast machine infusion treatment injects purified oxygen into your skin to hydrate your skin further. All their services are kept in accordance with the Quality Management System, in compliance with ISO 9001:2000.",S$538,S$38,93,21,7,"['#04-14/19, Orchard Central', '#01-109, Roxy Square Shopping Centre II', 'Serangoon Garden', 'Thong Teck Building', 'Malacca Centre', 'Tampines Central', '#03-41, JEM']",2017-04-06T00:00:00.000+08:00,2018-03-02
956,Probeau Wellness,4889,4.80,1-Hour Customised Facial for 1 Person (2 Sessions),"Give your complexion an extra touch of TLC with an invigorating facial. Choose from a whitening facial for bright, radiant skin; a hydrating facial for soft, supple skin; an acne facial to target acne-prone complexions, or a sensitive facial, for those who have sensitive skin. Top it off with a face massage, eyebrow shaping, face mask, and more.",S$336,S$40,88,21,1,['Hougang'],2017-11-13T00:00:00.000+08:00,2018-03-02
957,Altair Dream Art,3690,3.90,Mucota Intensive Hair Treatment with Wash and Blow for 1 Person,"When you feel like you've exposed your hair to harsh chemicals, it is time for you to maintain your luscious locks in shape. Pamper yourself to aMucota Scena Intensive hair treatment, and get a wash and blow while you are at it.",S$138,S$68,51,21,1,['Bugis Cube'],2017-05-27T00:00:00.000+08:00,2018-03-02
958,Le Posh Wellness,4263,4.40,Classic Mani-Pedi for 1 Person (2 Sessions),A classic mani-pedi is a great way to relax and feel pampered as enthusiastic beauticians work on decorating your nails to best suit you. This treatment aims to give you a little boost of confidence when you step out of the parlour with freshly groomed nails.,S$100,S$34,66,21,1,['Tiong Bahru'],2017-08-01T00:00:00.000+08:00,2018-03-02
959,Athens Nail,4253,4.30,Gel Pedicure with Return Soak-Off for 1 Person,Dip your toes into the glistening array of colours available at Athens Nail as you sit through a gel pedicure that shapes and buffs your nails while removing calluses and cuticles. Also receive a return soak-off that'll ease the removal of these hardy gel colours.,S$65,S$21,68,21,1,['Serangoon Gardens'],2017-07-31T00:00:00.000+08:00,2018-03-02
960,JA'ZZ Spa,3577,3.90,Eyebrow Embroidery with Face Analysis Consultation + 1 Year of Unlimited Eyebrow Shaping for 1 Person,"Get those brows on fleek and Insta-worthy with an eyebrow embroidery treatment. With an unlimited option for one year, your brows will be ever-ready for any event or occasion.",S$488,S$58,88,21,2,"['Square 2', 'Jurong West']",2017-05-09T00:00:00.000+08:00,2018-03-02
961,Joyre TCMedi Spa by JL Beauty,2620,3.60,"75-Minute Customised Facial with Face, Neck, and Shoulder Massage for 1 Person (1 Session)","Having a facial once in a while helps cleanses skin to remove dirt, bacteria, and sebum buildup from within pores without stripping it of moisture. Also, feel pampered and refreshed with a massage session that comes inclusive of this deal. The bonus is that you get that soft radiant skin right after a session of self-pampering, it’s definitely a win-win for yourself!",S$128,S$18,86,21,11,"['Marine Parade Central', 'Novena Square 2', 'Kovan Central', 'Bishan Central', '#04-02, Tampines 1', '#01-05, Punggol Plaza', 'Toa Payoh Central', '#B1-103, Jurong Point ', 'Seng Kang ', '#02-26, NEX', 'B1-167, Northpoint']",2017-12-22T00:00:00.000+08:00,2018-03-02
962,Dollhouse Nails,981,4.40,Gel Manicure with Return Soak-Off for 1 Person (1 Session),"Get pretty, pampered nails with a gel manicure! Whatever colour you choose, you'll be turning heads everytime you wave your hands. This package comes with a return soak-off, too!",S$55,S$25,55,21,2,"['#B1-08, CityLink Mall', 'Towner Road']",2017-11-08T00:00:00.000+08:00,2018-03-02
