,Company Name,Company ID,Rating,Offer,Details,Original Price,Sale Price,percent_savings,Num_bought,Num_outlets,Outlet Names,Offer start date,Date retrieved
311,Second Storey Cafe Bar,1863,3.80,Chicken and Savoury Waffle Set for 1 Person,"Bask in a gem of a meal! This chicken and savoury waffle set, which is a succulent serving of crispy chicken, laid on a soft, fluffy waffle. You also get a drink with that. Coming in hot and highly recommended, this dish cannot be missed! Try it out today.",S$17,S$11.90,30,122,1,"['#02-01, 19 East Coast Road']",2016-09-01T08:00:00.000+08:00,2018-03-02
312,HIGH SOCIETY CULTURE  (High Society Cafe and Restaurant),2774,4.10,$15 Cash Voucher for European and Fusion Food and Desserts,"Pinkies out for this classy deal! Dive into the delicacies of European and local delights with refined platters like a foie gras burger, oxtail stew, baby lobster salad, and more. Sweep through their menu and spend a $15 cash voucher on any a la carte item you desire!",S$15,S$9.90,34,121,1,['Bayfront ave'],2016-12-10T00:00:00.000+08:00,2018-03-02
313,7 Life,3211,0.00,1kg Packet of Organic Black Chia Seeds with Delivery,"Get a packet of organic black chia seeds delivered right to your doorstep! The new superfood, chia seeds are enriched with omega-3 fats, protein, fibres, and antioxidants that help prevent premature skin ageing.",S$46,S$22,52,121,1,['7 Life'],2016-05-26T00:00:00.000+08:00,2018-03-02
314,HIGH SOCIETY CULTURE  (High Society Cafe and Restaurant),2774,4.10,$15 Cash Voucher for European and Fusion Food and Desserts,"Pinkies out for this classy deal! Dive into the delicacies of European and local delights with refined platters like a foie gras burger, oxtail stew, baby lobster salad, and more. Sweep through their menu and spend a $15 cash voucher on any a la carte item you desire!",S$15,S$9.90,34,121,1,['Bayfront ave'],2016-12-10T00:00:00.000+08:00,2018-03-02
315,H&J Cake Shop,1854,4.40,One (1) Whole 8-Inch Pandan Cake (550g),"Commemorate a joyous occasion with a delicious 8-inch pandan flavoured cake. Be it for a birthday, a special event, or simply because, make this occasion a memorable one with this delicious whole cake.",S$13.80,S$9.50,31,121,1,"['#02-K1, Suntec City']",2017-10-23T00:00:00.000+08:00,2018-03-02
316,Rong Cheng (Sin Ming Rd) Bak Kut Teh,1800,4.00,Bak Kut Teh Set Meal With Drink for 1 Person,"Begin your day with a fulfilling authentic Chinese breakfast with this Bak Kut Teh set meal from Rong Cheng. A rich delicacy filled with wholesome herbs and spices that are beneficial for the digestive system and blood circulation. Then, wash it all down with a drink of your choice, be it either a soft drink or a chrysanthemum tea.",S$10.90,S$6.80,38,120,1,['Sin Ming Lane'],2017-09-08T00:00:00.000+08:00,2018-03-02
317,Char Grill Bar,5338,4.40,Western Set Meal for 2 People,"Sieze the moment with sizzling grilled delicacies and more prepared by Char Grill Bar with this Western set meal for two! Bite on succulent options of grill fish with lemon butter, Cajun chicken burger, and more alongside two mushroom soups and a choice of beverage each.",S$30.30,S$18,41,120,1,['Holland Village'],2018-01-30T00:00:00.000+08:00,2018-03-02
318,Latulle,4045,4.40,3-Course Meal with Drink for 1 Person,"Enjoy a scrumptious Western meal after shopping with a 3-course set meal. Start your meal with a mushroom chicken soup that will warm up your palate. Indulge in a main dish of your choice of fish and chips, chicken steak, carbonara pasta, creamy shroom pasta or chicken meatball noodles. Finish off your meal on a sweet note with a generous scoop of gelato and wash it all down with a refreshing can of Coca-Cola.",S$27.50,S$16,42,119,1,"['#02-18, Wisma Atria']",2017-06-23T00:00:00.000+08:00,2018-03-02
319,The Bettership,4809,4.40,Five (5) Pieces of Salmon Sashimi,"Savour the gentle flavours of pillowy-soft coral chunks with this offer of five (5) pieces of salmon sashimi. Dip it in shoyu sauce for touch of brine, or enjoy it on its own for a palate-pleasing nosh.",S$6,S$3.90,35,119,1,"['#01-03, The Cathay']",2017-11-23T00:00:00.000+08:00,2018-03-02
320,PARK @ Holland Village,5401,4.50,One (1) Signature Brunch Bowl with Coffee / Tea for 1 Person,"Grab a quick and nutritious meal from PARK with a signature brunch bowl. Pick a bowl of your choice from options like roasted chicken bowl, miso salmon bowl, bacon and egg breakfast pasta, or hoisin pulled pork bowl. Pair your meal with a hot beverage of either coffee or tea.",S$23.90,S$9.90,59,119,1,['281 Holland Ave'],2018-02-20T00:00:00.000+08:00,2018-03-02
321,Ngon,1953,4.00,Vietnamese Noodle Bowls and Chicken Wings for 2 People,"Feelin’ pho some Vietnamese bowl of noodles? Ngon is here to save the day! Grab a friend and each of you get to indulge in a delightful bowl of noodles of your choice, and score yourselves a super delicious 4-piece plate of Chicken Wings! ",S$27.20,S$19.80,27,117,1,"['#B1-17, One Raffles Place']",2016-09-01T08:00:00.000+08:00,2018-03-02
322,The Bravery Cafe,2612,4.60,$40 Cash Voucher for Western Cuisine and Artisan Coffee,"Take a quick break for some handcrafted artisanal coffee, and fill your tummy with some appetising Western food available at The Bravery Cafe. Crunch on rose and pistachio mini meringues, vegetarian flatbread pizza, tiger prawn aglio olio, and more, and share the happiness with your loved ones alike.",S$40,S$24,40,116,1,['Lavender'],2016-12-02T00:00:00.000+08:00,2018-03-02
323,Amara Singapore (Element),3363,4.00,(Mon-Fri) International Buffet Lunch for 2 People,"Delight your tastebuds and indulge in a scrumptious international lunch buffet. With a generous spread that offers various types of seafood, baked goods, sushi, appetisers, carvings, and more, you are spoilt for choice with the options available.",S$136.55,S$75,45,116,1,['Amara Hotel'],2018-02-06T00:00:00.000+08:00,2018-03-02
324,Charcoal Thai,2447,4.00,Rich Cheese/King Durian/Wintermelon Steamboat Mookata Lunch Set for 2 People,Combine a barbeque grill and a steamboat pot into one gleaming contraption and you'll get mookata. Get the best of both worlds with a mookata lunch set for two (2) people at Charcoal Thai.,S$70.50,S$28.90,59,115,3,"['#03-07, VivoCity', '#B1/ NEX', '321 Clementi']",2017-09-28T00:00:00.000+08:00,2018-03-02
325,Beyond Pancakes,2106,3.60,Any 4-Piece (Medium) Pancakes with Fruits / Sauces / Toppings for 1 Person,"Freshly flipped and served alongside fruits, sauces OR toppings of your choice, Beyond Pancakes promises the best of their guilt-free delight - the pancakes. Fluffy, fresh and filled with fascinating flavours, be prepared to be left amazed.",S$17.42,S$11.90,32,114,1,"['#03-131A, Marina Square']",2017-01-19T00:00:00.000+08:00,2018-03-02
326,iCrepe,4409,4.30,Two (2) Savoury Crepes with Toppings,"Indulge your tastebuds in the sumptuous flavours of two (2) savoury crepes. Top your delectable bites with three toppings per crepe from a choice of 10 toppings, including chicken floss, Cream cheese, turkey ham, tuna, eggs, mushrooms, and more.",S$14,S$11,21,114,6,"['Kensington Square', '#01-40, Far East Plaza', 'Viva Biz Park', '#B3-46, 313@Somerset', 'Tiong Bahru Plaza', 'The Cathay']",2017-08-29T00:00:00.000+08:00,2018-03-02
327,Peninsula.Excelsior Hotel (Coleman's Café),2372,4.00,(Sat - Sun) International Buffet for 1 Person,"Imbibe and luxuriate in the vibrant dining space of Coleman's Cafe, that offers a vast spread of international fare like fresh seafood, roasted siew yoke, Boston seafood chowder, Thai prawn tang hoon salad, and so much more! Sip on a glass of French La Bastille Wine in between bites of the delicious food.",S$63.09,S$39.40,38,113,1,"[""Coleman's Café, Peninsula.Excelsior Hotel""]",2017-03-03T00:00:00.000+08:00,2018-03-02
328,Jew Kit Hainanese Chicken Rice - Far East,3247,4.40,$80 Cash Voucher for Hainanese Cuisine,"Get satisfying Hainanese food, including the ever popular Hainanese chicken rice, within a comfortable modern interior! Dine on delights like four treasures beancurd, Hainanese pork ball soup, salmon skin fried rice, black pepper beef, classic Hainanese steamed chicken, and more, just a 5-minute walk from the Orchard MRT station.",S$80,S$40,50,113,1,"['#02-10/11/12/13, Far East Plaza']",2017-12-12T00:00:00.000+08:00,2018-03-02
329,Carousel @ Royal Plaza on Scotts,4835,4.60,(Mon - Fri) International Buffet Lunch for 1 Person,"Satisfy the rumble in your tummy with an international buffet at Carousel @ Royal Plaza on Scotts! With its diverse spread of local, Western, and international fare to choose from, even the pickiest eater will have something to nibble on.",S$65.91,S$56.02,15,113,1,['Scotts Rd'],2018-01-18T00:00:00.000+08:00,2018-03-02
330,GYUU+ Yakiniku Grill @ Emporium Shokuhin,4768,4.50,"(Sat - Sun, PH) GYUU+ Yakiniku Grill Lunch Buffet for 4 People","Gather around rows of sumptuous varieties of Japanese delights and practice your chopstick skills with a Japanese lunch buffet! Satisfy your cravings for delights like grilled seafood, sizzling meat, and soup. Savour various meats like USDA Prime Sirloin steaks, Kurobuta pork rosu steaks, salmon fillets, Japanese vegetables and ice cream. Itadakimasu!",S$158.20,S$115,27,113,1,"['Marina Square New Wing, Level 1']",2017-10-26T00:00:00.000+08:00,2018-03-02
331,Aroy Mak Mookata - Macpherson Road,1822,4.00,"(Fri - Sun, Eve of PH, and PH) Thai Mookata Buffet for 1 Person","Forget having to choose between either having a steamboat or barbecue because, with mookata, you can have both! Excite your taste buds and tummy with this Mookata buffet at Aroy Mak Mookata, and choose from the numerous selections of food available in their menu. Try the mala marinated meat, pork belly, fish cakes, cheese ball, tofu, or various other options, and simply feast to your heart's content!",S$28.80,S$19.80,31,111,1,['Macpherson Road'],2017-10-04T00:00:00.000+08:00,2018-03-02
332,Guacamole by Gastro Therapy Group,1161,4.20,Guacawich + Drink Set for 1 Person,Not a fan of green smoothies? Stick to the trend of green and creamy goodness with a guacawich and drink set from Guacamole by Gastro Therapy Group!,S$11.40,S$6.90,39,111,1,['OUE Link'],2016-09-01T08:00:00.000+08:00,2018-03-02
333,Bhandari's Saffron,3028,3.60,Weekend Buffet Lunch/Dinner for 1 Person,"Treat your tastebuds to scrumptious Indian cuisine spread gloriously for your pick. Eat as much chicken masala as you want, or yellow dal tadka. Satiate that craving for indian dishes at Bhandari's Saffron. ",S$36.90,S$18.90,49,110,1,['Raffles Avenue'],2017-05-18T00:00:00.000+08:00,2018-03-02
334,Rumah Sayang,4519,4.40,$40 Cash Voucher for Nasi Padang and Drinks,"Satiate your starchy cravings with this $40 cash voucher for nasi padang. Feast and pile your plate of rice with ladles of curries, meaty portions of chicken, beef, and seafood, vegetable side dishes, and more",S$40,S$25.80,36,110,1,"['#B1-41, JEM']",2017-09-28T00:00:00.000+08:00,2018-03-02
335,Macarons.sg,2443,4.60,Two (2) Boxes of 24 Assorted Macarons,"A delicacy representing posh and elegance has landed its feet on the island of Singapore, crafted with love by the chefs of Macarons.sg and put together into a box filled with surprises. Assortment of macarons includes flavours like Australian passionfruit, double chocolate, English lavender, sea salt caramel, and more.",S$120,S$59,51,109,1,['Syed Alwi Road'],2016-06-14T00:00:00.000+08:00,2018-03-02
336,Beer Xchange,2303,4.30,$60 Cash Voucher for Western Cuisine,"Going for a fun night out without piercing a hole in your wallet? Look no further as you enjoy a night out in Clarke Quay with a mesmerising view, great food, and a mood-inducing dance floor! Dine on a selection of pasta, burgers, pizzas, and other Italian fusion dishes.",S$60,S$30,50,107,1,['Clark Quay'],2017-03-24T00:00:00.000+08:00,2018-03-02
337,Wo Peng Cuisine,2002,4.00,"[Redeem from 13 Mar] 10-Course Abalone, Peking Duck and Seafood Meal for 5 People","Have a special reunion dinner coming up with family and friends? Spend your dinner relishing on old memories while indulging in delectable Chinese delights. From roasted Peking duck to Chilli crab, blanched seasonal vegetables in bouillon, and much more, you'll be sure to pat your belly with the utmost satisfaction when you're done.",S$428.50,S$168,61,103,1,['Furama City Centre'],2017-11-16T00:00:00.000+08:00,2018-03-02
338,Yi Jia South Village Seafood Restaurant,3798,4.40,$50 Cash Voucher for Seafood,"Delight in a wide selection of tze char dishes and seafood at Yi Jia South Village Seafood Restaurant to satisfy your seafood cravings. Choose from signature dishes such as salted egg yolk crab, prawn balls in honeydew, deep fried pork knuckle, steamed mussels with garlic, chye poh tofu, assam fish, salted egg fried salmon skin, and more.",S$50,S$30,40,102,2,"['Citimac Industrial Complex', 'Macpherson Road']",2017-09-13T00:00:00.000+08:00,2018-03-02
339,Tong Fu Ju Sichuan Restaurant,2384,4.30,Ala Carte Sichuan Cuisine Buffet for 1 Person,"Embark on a gastronomic journey by exploring the tantalising flavours of Sichuan cuisine at Tong Fu Ju Sichuan Restaurant. Savour some delectable fares like sea bass, vermicelli with minced pork, braised duck, and many more with this buffet offer now! Fill your tummy to the brim and leave with a fully satisfied appetite.",S$44,S$25.90,41,100,1,['Boat Quay'],2017-11-03T00:00:00.000+08:00,2018-03-02
340,Santa Fe Tex-Mex Grill,1243,4.40,(Mon - Thu) BBQ Baby Back Ribs with a Glass of Wine for 1 Person,Anacondas aren't the only ones that like when their baby's got back. Get your hands dirty and sink your teeth into these sinfully sensational BBQ baby back ribs. Pair it with a glass of wine to feel extra classy.,S$44.73,S$19.80,56,100,1,['Marina South Pier'],2017-10-12T00:00:00.000+08:00,2018-03-02
341,The Soup Spoon,4840,4.40,The Salad Fork Set for 1 Person,"Stick to your diet plan and achieve those fitness goals with a Salad Fork set from The Soup Spoon. Build your own salad bowl with a selection of proteins or carbs, fibres, and dressing to make your meal a personalised garden of variety.",S$13.80,S$8.90,36,100,4,"['NEX - The Soup Spoon Union', 'Raffles City - The Soup Spoon Union', 'Waterway Point - The Soup Spoon Union', 'White Sands - The Soup Spoon Union']",2018-02-01T00:00:00.000+08:00,2018-03-02
342,WORD.,4286,4.20,$60 Cash Voucher for Food and Drinks,"Feast to your delight on a spread of fast food fusion dishes at WORD. Treat your tastebuds to savoury dishes like slow-braised chicken thigh simmered with Espagnole sauce, the Oh Fish! burger, cereal wings, and more! Top it off with sweet desserts like the rhubarb apple pie topped with vanilla bean ice cream for a well rounded meal.",S$60,S$36,40,100,1,['Upper Thomson'],2017-08-16T00:00:00.000+08:00,2018-03-02
343,Srisun Signature,4745,4.30,$10 Cash Voucher for Local Cuisine,"In the mood for some scrumptious local food? Look no further. At Srisun Signature, you get delicious delights like chicken briyani, mutton briyani, paper thosai, prata, their sinfully sweet signature milkshakes and more!",S$10,S$5,50,99,1,['Yishun'],2017-11-05T00:00:00.000+08:00,2018-03-02
344,Masta Kafe,4892,4.80,Western Meal with Drink for 1 Person,"Fill up rumbling tummies with a hearty selection of Western meals to choose from! Grab this meal and drink set from Masta Kafe and sample delights like the salmon tom yam linguine, seabass tomato risotto, rosemary chicken chop, and more!",S$20.22,S$10.90,46,99,1,['NUH Medical Centre'],2017-11-20T00:00:00.000+08:00,2018-03-02
345,IVINS Peranakan Restaurant,1753,3.90,$50 Cash Voucher for Peranakan Cuisine,"Spice up your day with these amazing Peranakan delights on any occasion. With signature dishes of Ayam Buah Keluak, Itek Tim, Assam fish, and so much more in store for you, you will be spoilt for choice!",S$50,S$32.50,35,98,1,['Binjai Park'],2017-12-20T00:00:00.000+08:00,2018-03-02
346,Grin Affair (Bishan),1727,3.90,$25 Cash Voucher for Desserts,"There’s plenty to grin about with Grin Affair’s collection of cakes in a jar. Not only are these light-textured mousse cakes made without any artificial flavourings, preservatives, and thickeners, they also use less oil and sugar so you can indulge in more, guilt-free. Delve into layers of decadent and rich chocolate truffle, homemade caramel sauce, chunks of crunchy cookie crumbs, as well as assorted flavours of mousse, like dark chocolate, custard, and even durian – beautifully assembled and packaged in a glass jar.",S$25,S$15,40,97,1,['Bishan Central'],2017-04-26T00:00:00.000+08:00,2018-03-02
347,Guacamole by Gastro Therapy Group,1161,4.20,Burrito + Drink Set for 1 Person,"People like their things wrapped up and neat, especially their food. Keep fed and on-the-go with a burrito and drink set from Guacamole by Gastro Therapy Group!",S$15.40,S$10.90,29,96,1,['OUE Link'],2016-09-01T08:00:00.000+08:00,2018-03-02
348,"Furama City Centre, Singapore",2958,3.90,Tiffany Cafe Restaurant: Chinese New Year Buffet Dinner for 2 People,Usher in the Lunar New Year with this Chinese New Year buffet dinner at Tiffany Cafe Restaurant. Gather your family and feast together on a spread of traditional Chinese dishes while enjoying each other's company.,S$164.30,S$80,51,96,1,"['Tiffany Café & Restaurant, Furama City Centre Hotel']",2018-01-16T00:00:00.000+08:00,2018-03-02
349,2Six Cafe,1898,4.40,4 Slices of Signature Mille Crepe Cakes,"Bite down on forkfuls of delectably light yet fluffy mille crepe cakes. Savour the cafe’s cakes in signature flavours, including the classic French Vanilla, rich and sumptuous Belgian chocolate, as well as fruity strawberry.",S$31.60,S$18,43,95,1,"['#01-10, Katong Square']",2017-06-05T00:00:00.000+08:00,2018-03-02
350,Ritz Apple Strudel,3494,4.30,One (1) 1.5kg Mille Crepe Whole Cake,"You don't need a special occasion to get a cake to share. Get this Mille Crepe cake and spread the love, and joy of eating an appetising slice together.",S$72,S$42.90,40,95,9,"['#B2-K8, Bedok Mall', 'Ng Teng Fong General Hospital', '#03-K9, NEX', '#B1-K06, Causeway Point', '#B1-K15, Junction 8', '#B1-K10, Whitesands Shopping Centre', '#B1-K8A, Tampines Mall', '#B1-K12, Bugis Junction', 'Bukit Timah']",2017-12-15T00:00:00.000+08:00,2018-03-02
351,The Rabbit Hole,2602,3.70,Large Bowl of Salad Craft with Tea or Coffee for 1 Person,Take charge of your own healthy meal with a large bowl of salad craft with tea or coffee at The Rabbit Hole. Pick a base and top it off with up to 5 toppings and a homemade dressing for an added touch of flair and an extra layer of flavour profile!,S$14,S$9,36,94,1,['One Raffles Place Shopping Mall'],2016-08-29T00:00:00.000+08:00,2018-03-02
352,Peninsula.Excelsior Hotel (Coleman's Café),2372,4.00,International Breakfast Buffet for 1 Person,"Imbibe and luxuriate in the vibrant dining space of Coleman's Cafe, that offers a vast spread of international fare like fresh seafood, roasted siew yoke, Boston seafood chowder, Thai prawn tang hoon salad, and so much more!",S$32.96,S$19.90,40,93,1,"[""Coleman's Café, Peninsula.Excelsior Hotel""]",2016-05-05T00:00:00.000+08:00,2018-03-02
353,Sofra Turkish Restaurant,1539,4.20,Turkish Set for 2 People,"If you're feeling like indulging in some Turkish cuisine, look no further. Sofra Turkish Restaurant offers a large variety of Turkish cuisine, ranging from Guvec Tavuk to mushroom fish, Izgara Kofte and more!",S$62.80,S$35.80,43,93,1,['Shaw Tower'],2017-10-10T00:00:00.000+08:00,2018-03-02
354,Fave ,4739,3.60,$10 Fave e-Gift Card,"Give a Fave gift card, and let your loved one take their pick from a restaurant meal, pampering massage, yoga class, or even a trip to Japan! The Fave gift card can be applied on any one of our 4000+ deals.",S$10,S$10,,93,1,['Fave'],2017-12-22T00:00:00.000+08:00,2018-03-02
355,Le Tian Fung,5059,4.20,Small-Sized Seafood White Bee Hoon with Drink for 1 Person,"Feast on a seafood delight with this small-sized serving of Le Tian Fung's signature seafood white bee hoon. With no added MSG and a portion fitted for one, it's all yours to savour!",S$10,S$6,40,93,1,['Toa Payoh Central'],2018-01-03T00:00:00.000+08:00,2018-03-02
356,P.Osh,1181,4.50,One (1) Box of 10 Mini P.Osh Chewy Brownies with Toppings,"Satiate your sweet tooth now and indulge in some sinfully chewy brownies from P.Osh. It comes with a variety of 17 different toppings to choose from. Even if those options do not suit your taste, you are given the opportunity to customise your very own brownies with toppings of your choosing.",S$26.50,S$21.20,20,92,2,"['Kovan', 'Dhoby Ghaut']",2018-01-10T00:00:00.000+08:00,2018-03-02
357,Feng Ji Chicken Rice,5066,4.70,$100 Cash Voucher for Asian Cuisine,"Satisfy your cravings for the Asian cuisine with this cash voucher of $100 at Feng Ji Chicken Rice! Give their signature Hainanese chicken rice a go and complement your meal with the variety of side dishes available in their menu like ngoh hiang prawn roll, fried wonton, dumplings, and many more!",S$100,S$50,50,92,1,['River Valley'],2017-12-08T00:00:00.000+08:00,2018-03-02
358,Yi Jia South Village,5321,4.30,Prosperity Salmon Yusheng for 6 People,"Raise your chopsticks to the air and mix your way into the new year with this prosperity salmon yusheng. Filled with various types of vegetables and topped with sauces, yusheng is usually eaten right before the feast. As you toss your yusheng high into the air, greet relatives with well wishes and phrases that centre around wealth and prosperity.",S$36.80,S$26.80,27,91,1,['Macpherson Road'],2018-01-24T00:00:00.000+08:00,2018-03-02
359,Munch Roasts & Salads,5114,4.40,Rosti Combo with Soup + Iced Tea for 1 Person,"Potatoes make up the bulk of wonderful things like French fries, vodka, and of course — rosti. Settle in with this crunchy delight and help yourself to your choice of proteins like bratwurst, chicken, salmon, and more.",S$18.30,S$12,34,90,1,"['#02-226A/B, Marina Square']",2018-01-10T00:00:00.000+08:00,2018-03-02
360,Le Tian Fung,5059,4.20,Claypot Curry Fish with Rice + Drinks for 1 Person,Soothe your seafood cravings with this offer for a claypot curry fish and rice. Wash down spicy sensations with your choice of a barley or grass jelly drink. Treat your body to a wholesome meal as Le Tian Fung prides itself on their promise of dishes with no added MSG.,S$15,S$6.90,54,89,1,['Toa Payoh Central'],2017-12-18T00:00:00.000+08:00,2018-03-02
361,Xiao Ban Cafe,4405,4.40,Four (4) Original Beancurds / Soya Milk + Four (4) Pudding Drinks / Grass Jelly,"Indulge in some delectable and cooling treats at Xiao Ban Soya with four selections of herbal jellies and soya milk. This offer also comes with four pudding drinks which is a combination of Lao Ban's original beancurd or homemade grass jelly with a drink of your choosing, such as milk tea, dark chocolate, milk coffee, and soya milk.",S$15.20,S$10.60,30,89,1,"['#03-89G, Jurong Point']",2017-08-30T00:00:00.000+08:00,2018-03-02
362,Pump Station 1965,4776,4.40,$40 Cash Voucher for A la Carte Western Cuisine,"Get your fill of Japanese, Western, and local goodies while enjoying the contemporary interiors of Pump Station 1965. Sink your teeth into soya sesame chicken wings, hearty smoked duck aglio olio, seafood soup spaghetti, and more with this $40 cash voucher to spend.",S$40,S$20,50,88,1,['Punggol East Container Park'],2017-10-24T00:00:00.000+08:00,2018-03-02
363,U-Cha,4748,4.60,Premium Phoenix Cheese / Fruit Tea,"Quench your thirst with drinks from U-Cha! Choose between their premium phoenix cheese—freshly brewed oolongt tea topped with a layer of cheese foam—or their fruit tea, featuring flavours like orange, watermelon, and more. If you like your drinks a little less sweet, you can also choose your own sugar level, from 100% to 0% sugar.",S$4.80,S$3.50,27,88,1,"['#01-37, 313@Somerset']",2018-02-26T00:00:00.000+08:00,2018-03-02
364,The Pizza Makers,1967,3.80,Buy 1 Free 1: Pizza or Pasta Dish,"When the moon hits your eye like a big pizza pie, it's time for some munching! If you're a fan of carb-heavy treats, then help yourself to a selection of pizza or pasta options with this Buy 1 Free 1 deal! Go classic with a Hawaiian pizza, or dare to be contemporary with a salted egg yolk fries pizza, and more.",S$23.80,S$11.90,50,87,1,['Safra Toa Payoh'],2018-01-09T00:00:00.000+08:00,2018-03-02
365,Butter Studio,3640,4.40,"$50 Cash Voucher for Handmade Baked Goods, Western Cuisine, and Drinks","Delight your taste buds with handmade baked goods and Western cuisine! From treats and dishes like Crappy Egg Neptune, salted gula Melaka cupcakes and sea salt Nutella tarts, you'll be sure to find something to indulge in and enjoy.",S$50,S$30,40,87,1,['Jalan Besar'],2017-09-29T00:00:00.000+08:00,2018-03-02
366,Absolute Acai,1085,4.10,$20 Cash Voucher for A La Carte Food and Drinks,"Customise your own bowl from the superfood bar! Or you can also take your pick from the menu, which includes fruit bowls with acai berries, Brazilian bowl, acerola smoothie, and more, with price ranging from $4.90 to $15.50. Supersize each bowl with 1 complimentary topping from over 18 varieties to choose from.",S$20,S$15,25,87,1,['Nankin Row'],2016-09-01T08:00:00.000+08:00,2018-03-02
367,Mouth Restaurant,2177,4.30,"9-Course Chinese Meal with Abalone, Crab, and Seafood for 10 People","Treat your loved ones to a meal that could fill up your appetite with scrumptious dishes of Abalone, Sauteed Duck Meat, Thai King Crab, and more. Strengthen your bond over a 9-course meal that would surely be the topic of the conversation.",S$821.50,S$328,60,86,2,"['China Square Central', '#02-200, Marina Square']",2017-10-06T00:00:00.000+08:00,2018-03-02
368,Peninsula.Excelsior Hotel (Coleman's Café),2372,4.00,Taste of The World Buffet Lunch Extravaganza for 1 Adult ,"Coleman’s Cafe is located in the contemporary 4-Star Peninsula Excelsior Hotel. Head on over to the cafe and dive in headfirst in their splendid range of buffet. Taste the world’s flavour from the delightful appetiser, to the mains, and adding a touch of sweet at their dessert spread to end your adventure. ",S$44.73,S$33,26,85,1,"[""Coleman's Café, Peninsula.Excelsior Hotel""]",2017-05-01T00:00:00.000+08:00,2018-03-02
369,Da Long Yan Hotpot,4996,4.20,Hotpot A la Carte Buffet for 1 Person,"Silence the deafening growls of hungry tummies with a warm hotpot meal. Filled with various types of meat, seafood, and an array of vegetables, gather round the table with your family and friends and enjoy this scrumptious meal together.",S$28.80,S$20,31,85,1,['Geylang'],2018-01-24T00:00:00.000+08:00,2018-03-02
370,Ice Creamlicious,1913,4.00,Plated Churros with Ice-Cream for 1 Person,"Get a taste of Spanish sensation with a yummy dish of Plated churros – sinfully fried dough pastry that comes with a side of rich chocolate dip, and a scoop of ice cream to complete the experience and have you feeling like you’re on cloud nine.",S$8.80,S$5.80,34,84,2,"['Ice Creamlicious - Bishan Central', 'Ice Creamlicious - Clementi ']",2016-11-16T00:00:00.000+08:00,2018-03-02
371,Mookata Home Thai Kitchen,1918,4.10,Mookata Barbecue Set for 4 People,"Craving a serving of mouthwatering, delectable and appetising Thai barbecue? You're in luck, because Mookata Home Thai Kitchen offers a gratifying variety of meat, veggies and more to satisfy your taste buds. ",S$68,S$33.60,51,83,1,['Rangoon Road'],2017-09-20T00:00:00.000+08:00,2018-03-02
372,Hatter Street Bakehouse & Cafe,1642,3.90,One (1) Whole Artisan Cake with Real Roses and Macarons (1.5kg),"Complete your birthday party, event, or any special occasion with this attention grabber. With its fine artisan look topped with real, fresh flowers and dainty macaroons, this cake is totally Insta-worthy and will leave your guests marvelling at its beauty and craftsmanship.",S$119,S$59,50,83,1,['Hougang Central'],2017-05-03T00:00:00.000+08:00,2018-03-02
373,Lucky8 鴻運樓,2148,4.30,$200 Cash Voucher for Hong Kong Style Cuisine,"Thinking of where to have that monthly dinner, or gathering? Head on over for an authentic Hong-Kong style cuisine to feast over while catching up with loved ones. Enjoy tantalising meals such as shrimp balls, beef, tiger prawns, live crabs, and many more!",S$200,S$140,30,83,1,['Shaw Center'],2017-11-15T00:00:00.000+08:00,2018-03-02
374,Taste Better,4423,4.60,Box of 10 Assorted Fruit Puffs,"Treat yourself to a delicious box of tropical fruit puffs. With flavours that include durian, yogurt, soursop, chocolate banana and mango, you are in for a treat with these creamy puffs that are bursting with its unique flavour. Remember to eat in one bite and experience the fruity cream exploding in your mouth. And guess what, Taste Better has been featured in Japan, Taiwan, China and Malaysia food shows too! ",S$13.80,S$7.90,43,83,1,"['B2-K12, VivoCity']",2017-12-12T00:00:00.000+08:00,2018-03-02
375,Pecori Japanese Egg Restaurant,3225,4.20,Bacon Mushroom Cheese Omurice with Fish Fries (2 Meals),"Have a taste of the special yoshoku cuisine and satisfy all your eggy cravings with Pecori Japanese Egg Restaurant's bacon mushroom cheese omu rice with fish fries. Be prepared for a casually sensational dining experience, filling your tummy with great joy.",S$38.20,S$19.96,48,82,1,['Liang Court'],2017-05-08T00:00:00.000+08:00,2018-03-02
376,The Pizzerian,4360,4.40,One (1) Slice of Pizza + One (1) Side + One (1) Drink for 1 Person,"Need a quick bite to eat? Hop on over to The Pizzerian and have a slice of pizza! It comes in several toppings to choose from such as BBQ, chicken pesto, mushroom chicken, and more. Then, compliment it with a side and wash it all down with a soft drink.",S$10,S$7.90,21,82,1,['Our Tampines Hub'],2017-08-16T00:00:00.000+08:00,2018-03-02
377,Le Tian Fung,5059,4.20,Assam Curry Fish Head with Rice for 3 People,"Feast on a seafood delight with this assam curry fish head and rice. Be sure to invite your friends to nosh along with you, as this MSG-free dish has a portion large enough to feed 3 people!",S$22,S$13,41,81,1,['Toa Payoh Central'],2017-12-18T00:00:00.000+08:00,2018-03-02
